5.7950E+01	7.5980E+01	1.3056E-03		1.6973E-05	      	7.0761E-04		1.10E-03		1.53E-05	1.18E-03	6.3759E-04
9.9640E+01	1.3070E+02	1.4148E-03		1.0698E-05	      	7.6659E-04		1.19E-03		9.64E-06	1.27E-03	6.9074E-04
1.7130E+02	2.2460E+02	1.0864E-03		4.7773E-06	      	5.8904E-04		9.15E-04		4.30E-06	9.79E-04	5.3076E-04
2.9460E+02	3.8630E+02	5.7866E-04		1.4798E-06	      	3.1358E-04		4.87E-04		1.33E-06	5.21E-04	2.8255E-04
5.0650E+02	6.6420E+02	2.9762E-04		4.4267E-07	      	1.6131E-04		2.51E-04		3.99E-07	2.68E-04	1.4535E-04
8.7090E+02	1.1420E+03	1.3119E-04		1.1350E-07	      	7.1064E-05		1.10E-04		1.02E-07	1.18E-04	6.4032E-05
1.4970E+03	1.9640E+03	4.9484E-05		2.4898E-08	      	2.6840E-05		4.17E-05		2.24E-08	4.46E-05	2.4184E-05
2.5750E+03	3.3760E+03	1.2747E-05		3.7297E-09	      	6.9075E-06		1.07E-05		3.36E-09	1.15E-05	6.2240E-06
4.4270E+03	5.8050E+03	3.0710E-06		5.2260E-10	      	1.6645E-06		2.59E-06		4.71E-10	2.77E-06	1.4998E-06
7.6120E+03	9.9820E+03	1.1073E-06		1.0958E-10	      	6.0029E-07		9.32E-07		9.87E-11	9.98E-07	5.4089E-07
1.3090E+04	1.7160E+04	7.3906E-07		4.2532E-11	      	4.0065E-07		6.22E-07		3.83E-11	6.66E-07	3.6101E-07
2.2510E+04	2.9510E+04	2.8508E-07		9.5416E-12	      	1.5448E-07		2.40E-07		8.60E-12	2.57E-07	1.3919E-07
3.8700E+04	5.0740E+04	1.2365E-07		2.4071E-12	      	6.7013E-08		1.04E-07		2.17E-12	1.11E-07	6.0382E-08
6.6540E+04	8.7250E+04	6.8341E-08		7.7380E-13	      	3.7034E-08		5.76E-08		6.97E-13	6.16E-08	3.3369E-08
1.1440E+05	1.5000E+05	3.1735E-08		2.0899E-13	      	1.7200E-08		2.67E-08		1.88E-13	2.86E-08	1.5498E-08
1.9670E+05	2.5790E+05	9.9640E-09		3.8163E-14	      	5.4001E-09		8.39E-09		3.44E-14	8.98E-09	4.8657E-09
3.3820E+05	4.4350E+05	3.3916E-09		7.5543E-15	      	1.8387E-09		2.86E-09		6.81E-15	3.06E-09	1.6568E-09
5.8160E+05	7.6260E+05	0.0000E+00		0.0000E+00	      	0.0000E+00		0.00E+00		0.00E+00	0.00E+00	0.0000E+00
1.0000E+06	0		0			0	0	0			0			0		0		0
